CODE;PRODUCTO;TIPO_CARROCERIA;COMBUSTIBLE;Potencia_;TRANS;FORMA_PAGO;ESTADO_CIVIL;GENERO;OcupaciOn;PROVINCIA;Campanna1;Campanna2;Campanna3;Zona _Renta;REV_Garantia;Averia_grave;QUEJA_CAC;COSTE_VENTA;km_anno;Revisiones;Edad Cliente;EDAD_COCHE;prediccion;probabilidad_compra
CLIN9756;I;TIPO7;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Valencia;NO;NO;SI;;NO DATA;No;NO;2966;0;1;23;0;1;0.9707381423815846
CLIN9757;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Sevilla;SI;NO;SI;;NO DATA;No;NO;2966;0;0;67;0;1;0.9490788450793628
CLIN9758;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Valladolid;NO;NO;SI;;NO DATA;No;NO;2966;0;1;63;0;1;0.9707381423815846
CLIN9773;I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Castellon;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;3054;0;1;39;0;1;0.9707381423815846
CLIN9775;I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Toledo;NO;NO;SI;Alto;NO DATA;Averia grave;NO;2883;0;1;54;0;1;0.9707381423815846
CLIN9776;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Funcionario;Guadalajara;NO;NO;NO;Medio;NO DATA;No;NO;2048;0;1;60;0;1;0.9707381423815846
CLIN9777;I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;SI;Alto;NO DATA;No;NO;2048;0;1;44;0;1;0.9707381423815846
CLIN9778;I;TIPO7;FUEL 2;Media;A;Otros;CASADO;F;Empresa;Malaga;SI;NO;NO;;NO DATA;No;NO;2048;0;1;65;0;1;0.9707381423815846
CLIN9779;I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;SI;;NO DATA;No;NO;2048;0;1;56;0;1;0.9707381423815846
CLIN9780;I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Alicante;NO;NO;SI;;NO DATA;No;NO;2634;0;1;52;0;1;0.9707381423815846
CLIN9781;I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;SI;;NO DATA;No;NO;2883;0;1;58;0;1;0.9707381423815846
CLIN9782;I;TIPO7;FUEL 2;Media;A;Contado;EN PAREJA;M;Empresa;Alicante;NO;NO;NO;;NO DATA;No;NO;2048;0;1;55;0;1;0.9707381423815846
CLIN9783;I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Alava;SI;NO;NO;Medio;NO DATA;No;NO;4000;0;2;27;0;1;0.9651453183455987
CLIN9784;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;F;Empresa;Santa Cruz de Tenerife;NO;NO;NO;;NO DATA;Averia leve;NO;2048;0;2;22;0;1;0.9651453183455987
CLIN9785;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;;NO DATA;No;NO;4000;0;1;60;0;1;0.9707381423815846
CLIN9787;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;F;Empresa;La Rioja;SI;NO;NO;Alto;NO DATA;No;NO;4000;0;2;23;0;1;0.9651453183455987
CLIN9795;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;F;Empresa;Vizcaya;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2048;0;1;31;0;1;0.9707381423815846
CLIN9796;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Autonomo;Barcelona;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;4000;0;2;33;0;1;0.9651453183455987
CLIN9797;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Avila;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;4000;0;2;50;0;1;0.9651453183455987
CLIN9798;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Pontevedra;NO;NO;SI;;NO DATA;No;NO;3072;0;1;24;0;1;0.9707381423815846
CLIN9799;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Almeria;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2048;0;1;63;0;1;0.9707381423815846
CLIN9800;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Sevilla;NO;NO;SI;;NO DATA;No;SI;2883;0;1;27;0;1;0.9707381423815846
CLIN9801;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;SI;;NO DATA;No;NO;2883;0;0;53;0;1;0.9490788450793628
CLIN9802;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Lacoruna;NO;NO;SI;;NO DATA;No;NO;2883;0;1;37;0;1;0.9707381423815846
CLIN9803;I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Tarragona;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2048;0;2;40;0;1;0.9651453183455987
CLIN9804;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;SI;Alto;NO DATA;No;NO;2883;0;1;64;0;1;0.9707381423815846
CLIN9805;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Madrid;NO;NO;SI;;NO DATA;No;NO;2883;0;0;59;0;1;0.9490788450793628
CLIN9806;I;TIPO7;FUEL 1;Alta;M;Contado;SOLTERO;M;Empresa;Zaragoza;NO;NO;NO;;NO DATA;No;NO;2048;0;0;65;0;1;0.9490788450793628
CLIN9807;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Valencia;NO;NO;SI;;NO DATA;No;NO;2883;0;1;39;0;1;0.9707381423815846
CLIN9808;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;La Rioja;NO;NO;SI;;NO DATA;No;NO;2883;0;1;53;0;1;0.9707381423815846
CLIN9809;I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;;NO DATA;No;NO;2048;0;0;69;0;1;0.9490788450793628
CLIN9810;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Granada;NO;NO;NO;;NO DATA;No;NO;2048;0;0;24;0;1;0.9490788450793628
CLIN9811;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Guipuzcua;NO;NO;SI;;NO DATA;No;NO;2883;0;0;47;0;1;0.9490788450793628
CLIN9812;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;;NO DATA;No;NO;2048;0;1;25;0;1;0.9707381423815846
CLIN9813;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Guipuzcua;NO;NO;SI;;NO DATA;No;NO;2883;0;0;30;0;1;0.9490788450793628
CLIN9814;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;SI;;NO DATA;No;NO;2883;0;1;43;0;1;0.9707381423815846
CLIN9815;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;SOLTERO;M;Empresa;Guipuzcua;NO;NO;SI;;NO DATA;No;NO;2883;0;1;51;0;1;0.9707381423815846
CLIN9816;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Tarragona;NO;NO;SI;;NO DATA;No;NO;2883;0;0;57;0;1;0.9490788450793628
CLIN9817;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;SI;;NO DATA;No;NO;2048;0;0;38;0;1;0.9490788450793628
CLIN9818;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;SI;;NO DATA;No;NO;3072;0;0;50;0;1;0.9490788450793628
CLIN9819;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Guipuzcua;NO;NO;SI;;NO DATA;No;NO;2883;0;1;59;0;1;0.9707381423815846
CLIN9820;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Castellon;SI;NO;SI;;NO DATA;No;SI;3913;0;1;44;0;1;0.9707381423815846
CLIN9821;I;TIPO7;FUEL 1;Alta;M;Contado;SOLTERO;M;Empresa;Valencia;NO;NO;NO;;NO DATA;No;NO;2048;0;1;66;0;1;0.9707381423815846
CLIN9822;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Albacete;SI;NO;SI;;NO DATA;No;NO;2048;0;1;64;0;1;0.9707381423815846
CLIN9823;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;SOLTERO;M;Empresa;Barcelona;SI;NO;SI;;NO DATA;No;NO;2048;0;0;25;0;1;0.9490788450793628
CLIN9824;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Tarragona;NO;NO;SI;;NO DATA;No;NO;2883;0;0;44;0;1;0.9490788450793628
CLIN9825;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Madrid;NO;NO;SI;;NO DATA;No;NO;4324;0;0;47;0;1;0.9490788450793628
CLIN9826;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;SOLTERO;F;Empresa;Santa Cruz de Tenerife;SI;NO;SI;;NO DATA;No;NO;2255;0;0;65;0;1;0.9490788450793628
CLIN9827;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Barcelona;NO;NO;SI;;NO DATA;No;NO;2883;0;0;41;0;1;0.9490788450793628
CLIN9828;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;SI;;NO DATA;No;NO;3072;0;0;69;0;1;0.9490788450793628
CLIN9829;I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Alava;NO;NO;NO;;NO DATA;No;NO;2048;0;1;49;0;1;0.9707381423815846
CLIN9830;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;SOLTERO;M;Empresa;Barcelona;NO;NO;SI;;NO DATA;No;NO;2883;0;1;22;0;1;0.9707381423815846
CLIN9831;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Guadalajara;NO;NO;SI;;NO DATA;No;NO;2883;0;1;39;0;1;0.9707381423815846
CLIN9832;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Asturias;NO;NO;SI;;NO DATA;No;NO;2883;0;0;43;0;1;0.9490788450793628
CLIN9845;I;TIPO7;FUEL 2;Media;M;Otros;EN PAREJA;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;2048;0;2;33;0;1;0.9651453183455987
CLIN9856;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Lerida;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;2883;0;2;35;0;1;0.9651453183455987
CLIN9864;I;TIPO7;FUEL 2;Media;A;Financiera Marca;EN PAREJA;M;Empresa;Barcelona;NO;NO;SI;;NO DATA;No;NO;2883;0;1;57;0;1;0.9707381423815846
CLIN9865;I;TIPO7;FUEL 2;Media;A;Financiera Marca;SOLTERO;M;Empresa;Valencia;NO;NO;SI;;NO DATA;No;NO;2883;0;1;45;0;1;0.9707381423815846
CLIN9866;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;F;Empresa;Alicante;NO;NO;SI;;NO DATA;No;NO;3072;0;0;57;0;1;0.9490788450793628
CLIN9888;I;TIPO7;FUEL 2;Alta;A;Financiera Banco;CASADO;M;Empresa;Leon;NO;NO;NO;;NO DATA;No;SI;2048;0;1;27;0;1;0.9707381423815846
CLIN9889;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;SOLTERO;M;Empresa;Guipuzcua;NO;NO;SI;;NO DATA;No;NO;2883;0;1;45;0;1;0.9707381423815846
CLIN9890;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;F;Empresa;Valencia;SI;NO;NO;;NO DATA;No;NO;2048;0;2;56;0;1;0.9651453183455987
CLIN9891;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Burgos;NO;NO;NO;;NO DATA;No;NO;2048;0;1;38;0;1;0.9707381423815846
CLIN9892;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Madrid;NO;NO;SI;;NO DATA;No;NO;2883;0;1;63;0;1;0.9707381423815846
CLIN9893;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;F;Funcionario;Alicante;NO;NO;NO;;NO DATA;No;NO;2048;0;1;30;0;1;0.9707381423815846
CLIN9894;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Zaragoza;NO;NO;SI;;NO DATA;No;NO;2883;0;1;38;0;1;0.9707381423815846
CLIN9895;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Alicante;NO;NO;SI;;NO DATA;No;NO;2883;0;1;52;0;1;0.9707381423815846
CLIN9896;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Autonomo;Burgos;NO;NO;SI;;NO DATA;No;NO;3072;0;0;49;0;1;0.9490788450793628
CLIN9897;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Sevilla;NO;NO;SI;;NO DATA;No;NO;3072;0;1;32;0;1;0.9707381423815846
CLIN9898;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;SI;;NO DATA;No;NO;2883;0;1;29;0;1;0.9707381423815846
CLIN9900;I;TIPO7;FUEL 1;Alta;A;Financiera Marca;CASADO;M;Empresa;Navarra;SI;NO;SI;Medio;NO DATA;No;NO;1970;0;1;54;0;1;0.9707381423815846
CLIN9901;I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;1970;0;1;23;0;1;0.9707381423815846
CLIN9902;I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Valencia;SI;NO;NO;;NO DATA;No;NO;1970;0;1;57;0;1;0.9707381423815846
CLIN9903;I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Pontevedra;NO;NO;NO;;NO DATA;No;NO;1970;0;0;31;0;1;0.9490788450793628
CLIN9904;I;TIPO7;FUEL 1;Alta;A;Financiera Marca;CASADO;M;Empresa;Alicante;SI;NO;SI;;NO DATA;No;NO;2804;0;1;51;0;1;0.9707381423815846
CLIN9905;I;TIPO7;FUEL 1;Alta;A;Otros;CASADO;F;Autonomo;Lacoruna;SI;NO;NO;Alto;NO DATA;No;NO;4000;0;1;51;0;1;0.9707381423815846
CLIN9906;I;TIPO7;FUEL 1;Alta;A;Financiera Marca;CASADO;M;Empresa;Burgos;NO;NO;SI;;NO DATA;No;NO;2883;0;1;65;0;1;0.9707381423815846
CLIN9918;E;TIPO2;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Santa Cruz de Tenerife;SI;NO;NO;Alto;NO DATA;Averia grave;NO;4674;0;2;33;0;1;0.9651453183455987
CLIN9919;E;TIPO2;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Lacoruna;SI;NO;SI;;NO DATA;No;NO;1641;0;1;29;0;1;0.9707381423815846
CLIN9920;E;TIPO2;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;;NO DATA;No;NO;1641;0;1;60;0;1;0.9707381423815846
CLIN9926;K;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;0;0;2;28;0;1;0.8680310951624343
CLIN9937;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;;NO DATA;Averia leve;NO;820;0;4;67;0;1;0.9572357925212912
CLIN9947;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Lacoruna;NO;NO;NO;;NO DATA;Averia muy grave;SI;4448;0;7;67;0;1;0.9497206589499121
CLIN9949;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Tarragona;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1281;0;6;37;0;1;0.9576522270828869
CLIN10003;B;TIPO6;FUEL 2;Media;M;Financiera Marca;SOLTERO;F;Funcionario;Guadalajara;NO;NO;NO;Alto;NO DATA;No;NO;3553;0;5;57;0;1;0.9524389390735983
CLIN10017;B;TIPO6;FUEL 1;Media;M;Otros;SOLTERO;M;Empresa;Cadiz;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1538;0;3;30;0;1;0.9644071340063225
CLIN10052;B;TIPO1;FUEL 1;Media;M;Financiera Marca;SOLTERO;F;Funcionario;Sevilla;NO;NO;NO;;NO DATA;No;NO;4514;0;7;23;0;1;0.9497206589499121
CLIN10055;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Alicante;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1886;0;7;54;0;1;0.9497206589499121
CLIN10057;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Huesca;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1886;0;7;60;0;1;0.9497206589499121
CLIN10077;B;TIPO6;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Zaragoza;NO;NO;NO;;NO DATA;Averia leve;SI;2362;0;4;41;0;1;0.9572357925212912
CLIN10078;B;TIPO6;FUEL 2;Media;M;Financiera Banco;CASADO;F;Empresa;Murcia;SI;SI;NO;Medio;NO DATA;No;NO;2351;0;4;22;0;1;0.9572357925212912
CLIN10084;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Sevilla;NO;NO;NO;Medio;NO DATA;No;NO;5380;0;4;52;0;1;0.9572357925212912
CLIN10086;B;TIPO1;FUEL 1;Alta;M;Contado;SOLTERO;M;Empresa;Santa Cruz de Tenerife;NO;NO;NO;;NO DATA;Averia muy grave;SI;4238;0;7;29;0;1;0.9497206589499121
CLIN10113;B;TIPO1;FUEL 1;Media;M;Financiera Banco;CASADO;M;Empresa;Malaga;SI;NO;NO;;NO DATA;No;NO;4581;0;4;57;0;1;0.9572357925212912
CLIN10198;B;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;M;Funcionario;Cordoba;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;3613;0;2;49;0;1;0.9651453183455987
CLIN10199;B;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;SI;;NO DATA;No;NO;3833;0;1;36;0;1;0.9707381423815846
CLIN10200;B;TIPO6;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Alicante;NO;NO;SI;;NO DATA;No;NO;3460;0;1;61;0;1;0.9707381423815846
CLIN10201;B;TIPO6;FUEL 2;Media;M;Otros;SOLTERO;M;Empresa;Almeria;NO;NO;NO;;NO DATA;No;NO;2811;0;1;67;0;1;0.9707381423815846
CLIN10202;B;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;SI;;NO DATA;No;NO;4428;0;1;71;0;1;0.9707381423815846
CLIN10203;B;TIPO6;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Burgos;NO;NO;SI;;NO DATA;No;NO;4428;0;0;48;0;1;0.9490788450793628
CLIN10216;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Murcia;SI;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;3613;0;2;55;0;1;0.9651453183455987
CLIN10223;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Lerida;NO;NO;SI;;NO DATA;No;NO;4142;0;1;65;0;1;0.9707381423815846
CLIN10226;B;TIPO1;FUEL 2;Media;M;Financiera Marca;SOLTERO;F;Empresa;Gerona;SI;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;3866;0;2;50;0;1;0.9651453183455987
CLIN10228;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Tarragona;NO;NO;SI;;NO DATA;No;NO;5451;0;1;23;0;1;0.9707381423815846
CLIN10229;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;2811;0;0;49;0;1;0.9490788450793628
CLIN10230;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Alicante;NO;NO;NO;;NO DATA;Averia leve;NO;3833;0;1;33;0;1;0.9707381423815846
CLIN10231;B;TIPO1;FUEL 2;Media;M;Contado;EN PAREJA;M;Empresa;Lugo;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;2811;0;2;41;0;1;0.9651453183455987
CLIN10232;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Tarragona;SI;NO;NO;Alto;NO DATA;No;NO;3613;0;0;44;0;1;0.9490788450793628
CLIN10233;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;SI;;NO DATA;No;NO;3833;0;0;24;0;1;0.9490788450793628
CLIN10234;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;2811;0;1;68;0;1;0.9707381423815846
CLIN10236;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;;NO DATA;No;NO;2726;0;0;24;0;1;0.9490788450793628
CLIN10237;B;TIPO1;FUEL 2;Media;M;Financiera Marca;SOLTERO;F;Empresa;Castellon;SI;NO;SI;;NO DATA;No;NO;4428;0;1;61;0;1;0.9707381423815846
CLIN10238;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;NO;NO;SI;;NO DATA;Averia grave;NO;3460;0;1;49;0;1;0.9707381423815846
CLIN10239;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;SI;;NO DATA;No;NO;4428;0;0;60;0;1;0.9490788450793628
CLIN10279;C;TIPO4;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;3190;0;4;34;0;1;0.9572357925212912
CLIN10281;C;TIPO4;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Orense;SI;NO;NO;;NO DATA;Averia muy grave;SI;1649;0;4;71;0;1;0.9572357925212912
CLIN10295;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Leon;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;2953;0;9;24;0;1;0.8897640813643346
CLIN10319;C;TIPO4;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Barcelona;NO;NO;NO;Medio;NO DATA;No;NO;4656;0;4;61;0;1;0.9572357925212912
CLIN10327;C;TIPO4;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Alicante;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;2016;0;5;38;0;1;0.9524389390735983
CLIN10336;C;TIPO4;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Granada;SI;NO;NO;Medio;NO DATA;No;NO;6871;0;3;32;0;1;0.9644071340063225
CLIN10337;C;TIPO4;FUEL 1;Media;M;Financiera Marca;CASADO;M;Autonomo;Guipuzcua;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;6661;0;2;26;0;1;0.9651453183455987
CLIN10356;C;TIPO4;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Salamanca;NO;NO;NO;Alto;NO DATA;No;NO;6638;0;1;59;0;1;0.9707381423815846
CLIN10366;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Toledo;NO;NO;NO;Medio;NO DATA;No;NO;573;0;9;32;0;1;0.8897640813643346
CLIN10368;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;NO DATA;No;SI;1144;0;8;21;0;1;0.9215180808812354
CLIN10372;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Las Palmas;NO;NO;NO;Medio;NO DATA;No;NO;1144;0;4;25;0;1;0.9572357925212912
CLIN10382;A;TIPO1;FUEL 2;Baja;M;Otros;SOLTERO;M;Empresa;Cadiz;NO;NO;NO;Alto;NO DATA;No;NO;2048;0;9;27;0;1;0.8897640813643346
CLIN10383;A;TIPO1;FUEL 2;Baja;M;Otros;OTROS;F;Empresa;Valencia;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;2628;0;6;27;0;1;0.9576522270828869
CLIN10393;A;TIPO1;FUEL 2;Baja;M;Otros;CASADO;F;Empresa;Sevilla;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;412;0;7;20;0;1;0.9497206589499121
CLIN10396;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Las Palmas;NO;NO;NO;Alto;NO DATA;No;NO;1381;0;8;25;0;1;0.9215180808812354
CLIN10418;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;0;0;7;28;0;1;0.8836353672978673
CLIN10431;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Pontevedra;NO;NO;NO;Alto;NO DATA;No;NO;1024;0;6;18;0;1;0.9576522270828869
CLIN10433;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1030;0;7;27;0;1;0.9497206589499121
CLIN10444;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;F;Empresa;Barcelona;NO;NO;NO;;NO DATA;Averia muy grave;SI;412;0;7;25;0;1;0.9497206589499121
CLIN10446;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Gerona;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1700;0;7;28;0;1;0.9497206589499121
CLIN10465;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Funcionario;Las Palmas;NO;NO;NO;Alto;NO DATA;No;NO;1941;0;4;28;0;1;0.9572357925212912
CLIN10482;A;TIPO1;FUEL 2;Baja;M;Contado;SOLTERO;F;Empresa;Murcia;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1887;0;4;31;0;1;0.9572357925212912
CLIN10486;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1887;0;4;30;0;1;0.9572357925212912
CLIN10498;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;4392;0;3;18;0;1;0.9644071340063225
CLIN10500;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;NO;;NO DATA;No;NO;4392;0;3;25;0;1;0.9644071340063225
CLIN10504;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;OTROS;F;Funcionario;Alicante;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;4241;0;2;22;0;1;0.9651453183455987
